clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,FC,FD,FF,FS,G,I,PE,RB,DD,GS,SG,CA,CV,FT,DP,PP,GC,ano
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,5,0,-1.1,1,3.14,0,3.14,NA,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Dodô,84927,5,0,0.25,2,3.47,0,3.47,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,4,mei,Cuéllar,71709,5,8.7,7.43,3,13.71,0.15,13.56,NA,4,NA,1,2,NA,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Patrick,83433,5,0,6.15,2,9.85,0,9.85,NA,2,NA,NA,5,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Gabriel Dias,88368,5,5.2,2.55,4,4.16,0.79,3.37,NA,6,NA,1,6,NA,NA,2,8,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Daniel Guedes ,88225,5,6.9,2.1,4,5.27,1.64,3.63,NA,7,NA,1,4,NA,2,8,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Marcinho,90458,5,23.2,6.06,5,9.73,5.85,3.880000000000001,2,3,2,1,6,2,3,8,5,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,5,0,1,2,3.63,-0.86,4.49,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Caíque Sá,87437,5,-2.7,-2.7,1,2.23,-1.77,4,NA,3,NA,NA,1,NA,NA,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Rafael Vaz,73421,5,0,13,1,13.18,0,13.18,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Alexandre Pato,49675,5,2.5,3.3,4,6.96,-0.06,7.02,NA,3,NA,3,5,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Ney Franco,37246,5,3.12,4.12,5,8.62,-0.13,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,6,tec,Rogério Ceni,97341,5,5.42,3.25,5,7.24,0.94,6.300000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,5,3.3,4.94,5,8.15,-0.71,8.86,NA,11,1,7,11,2,NA,7,2,NA,NA,NA,1,NA,1,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Montoya,94840,5,0,3.45,2,6.59,0,6.59,1,3,1,1,4,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,2,Dúvida,4,mei,Léo Sena,90572,5,0,4.14,5,6.25,-1.3,7.55,NA,5,NA,NA,12,NA,NA,16,16,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Bruno Cortez,72079,5,0,2.25,2,5.59,0,5.59,1,1,NA,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Romulo,70009,5,0.7,4.45,2,5.45,-1,6.45,NA,6,NA,1,NA,1,NA,3,4,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Diego Ferreira,91783,5,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Jô,101317,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Araruna,95660,5,0,1.45,2,4.11,0,4.11,NA,1,NA,NA,NA,NA,NA,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Patrick,91914,5,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodrigues,91251,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,5,0.3,2.07,3,5.42,-0.29,5.71,NA,6,1,NA,2,NA,NA,15,9,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Quintero,96382,5,0.4,0.56,5,2.25,-0.24,2.49,NA,2,1,NA,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Cuca,42411,5,3.01,3.77,5,9.46,-0.25,9.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,David Duarte,91772,5,6.5,3.7,5,9.25,1.14,8.11,NA,1,NA,3,NA,NA,NA,8,6,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Matheus Alessandro,97527,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Júnior Santos,101002,5,-1.1,1.54,5,4.52,-0.51,5.029999999999999,NA,4,3,5,2,NA,2,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Tchê Tchê,86686,5,1.2,2.48,5,4.8,0.29,4.51,NA,7,4,2,4,1,NA,10,3,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,5,5.37,4.57,5,10.26,0.6,9.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Pedro Rocha,90302,5,3.3,4.65,4,11.79,0.23,11.559999999999999,1,3,1,1,7,1,NA,13,5,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,5,0,4.6,2,7.49,0,7.49,NA,NA,NA,1,2,NA,NA,7,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Vitor Bueno,87552,5,0,1.5,2,4.98,0,4.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Loyola,94680,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner,84860,5,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,5,8,5.5,5,13.13,1.14,11.99,NA,NA,NA,NA,2,NA,NA,5,NA,7,5,2,NA,NA,NA,1,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Júnior Brandão,93909,5,0.5,-0.48,4,1.81,0.3,1.51,NA,5,1,3,4,NA,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Jefferson,95220,5,7.7,5.84,5,11.11,0.93,10.18,NA,4,1,2,8,NA,NA,7,11,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Thalles,95222,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Ratinho,101841,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Michael,99392,5,7.3,3.86,5,6.29,1.24,5.05,NA,5,7,2,5,1,7,14,4,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Roger Carvalho,51415,5,0.1,1.15,4,4.38,-0.27,4.65,NA,1,NA,1,2,NA,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Osvaldo,42222,5,8,3.45,4,6.34,1.55,4.79,1,3,2,NA,2,1,NA,7,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marcinho,95332,5,0,-0.6,1,3.05,0,3.05,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,5,3.4,2.68,5,5.34,0.43,4.91,NA,7,1,3,6,NA,NA,9,10,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,6,tec,Rodrigo Santana,97922,5,3.46,4.03,5,9.87,0.24,9.629999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,5,0,2.1,2,5.19,0,5.19,NA,4,NA,1,6,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Léo Artur,82644,5,1.7,0.88,4,2.21,0.06,2.15,NA,1,3,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Kayke,50402,5,9.5,3.36,5,6.19,1.71,4.48,1,6,3,5,3,1,NA,6,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,5,ata,Éderson,73446,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,5,0.05,3.22,5,7.29,-0.87,8.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,5,1,3.22,5,7.8,-0.17,7.97,NA,NA,NA,NA,NA,NA,NA,3,NA,11,8,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Yuri,88125,5,0,-0.25,2,2.51,0,2.51,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,5,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,5,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jobson,93377,5,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Figueira,102565,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Edinho,80193,5,4.5,4.42,5,9.21,0.41,8.8,NA,3,4,6,11,1,1,5,3,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Marcos Júnior,93893,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,2,lat,Diego Tavares,83869,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Vinícius,104660,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,6,tec,Claudinei Oliveira,84761,5,6.07,3.93,5,8.63,0.75,7.880000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Matheus Inácio,80394,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Iago Mendonça,105278,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Tinga,82628,5,0,-0.2,2,0.73,0,0.73,NA,3,NA,NA,1,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Marinho,68952,5,1.5,2.6,2,5.74,-0.59,6.33,NA,2,1,2,3,NA,NA,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Diguinho,105282,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Felipe Mosquete,105397,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luanderson ,86380,5,0,3,1,2.47,0,2.47,NA,2,NA,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Alan,105395,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,5,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,5,0,1.07,3,2.31,0,2.31,NA,6,NA,1,3,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Michel,71920,5,-4,0.72,4,3.36,-1.73,5.09,NA,9,1,1,NA,NA,NA,2,12,NA,NA,NA,1,NA,NA,NA,NA,2,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,5,5.2,4.33,3,6.76,0.31,6.45,2,5,2,NA,3,NA,NA,8,4,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Riquelme,105566,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Leonardo,86973,5,2.4,1.82,4,4.83,-0.08,4.91,NA,4,2,1,NA,NA,NA,8,5,NA,NA,1,2,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Lucas Dias,104356,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Luan,86759,5,0,3,4,10.15,0,10.15,1,2,4,NA,5,NA,1,11,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Kelvin,71549,5,0,0.2,1,3.72,0,3.72,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,2,Dúvida,4,mei,Yago Felipe,87747,5,6,1.6,2,3.78,1.73,2.05,1,6,NA,NA,1,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafael Barbosa,105396,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Alexander,105553,5,0,6,2,9.79,0,9.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Pepê,91201,5,-3.4,-1.95,2,2.45,-1.07,3.5200000000000005,NA,1,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Thaciano,87470,5,2,1.37,3,3.79,0.15,3.64,NA,2,NA,1,1,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Janderson,97245,5,0,-0.5,1,1.23,0,1.23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Nathan,102607,5,0,1.7,1,2.75,0,2.75,NA,1,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Gustavo Coutinho,104362,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Giovanni Augusto,68938,5,0.3,0.45,4,3.17,-0.14,3.31,NA,5,2,1,5,NA,NA,18,6,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,5,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Daniel,93791,5,5.3,2.23,3,4.81,1.13,3.6799999999999997,1,4,2,1,5,NA,NA,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Talison,105173,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Sidão,70222,5,12.7,4.07,3,6.9,2.91,3.99,NA,NA,NA,NA,NA,NA,NA,6,NA,8,5,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,5,5.9,6.55,2,6.92,0.42,6.5,NA,NA,1,NA,5,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Gabriel,78605,5,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Fábio Sanches,71604,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Richard,86711,5,-0.3,1.95,2,4.11,-0.94,5.050000000000001,NA,2,NA,NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,5,0,0.5,1,3.81,0,3.81,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Michel,80664,5,0,0.9,1,2.48,0,2.48,NA,1,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Ángel Romero,88323,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Carlos Augusto,101803,5,0,4.23,3,5.59,0,5.59,NA,3,NA,1,NA,1,NA,7,3,NA,NA,1,1,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Araos,102352,5,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Clayson,83817,5,0,4.23,4,11.8,0,11.8,NA,5,3,1,5,1,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fessin,97994,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,5,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Filipe,100712,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Pedro Henrique,87225,5,0,4.43,3,8.82,0,8.82,NA,NA,NA,1,3,NA,NA,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,João Victor,104250,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Caetano,103575,5,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Henrique,37694,5,1.4,1.43,3,6.06,-0.5,6.56,NA,6,NA,NA,2,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Pedrinho,98706,5,8.7,4.4,4,10.86,1.26,9.6,NA,1,NA,NA,6,2,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Edílson,38523,5,0,2.97,3,6.2,0,6.2,NA,6,NA,1,4,NA,NA,8,7,NA,NA,1,1,1,1,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fabrício Oya,105046,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Mano Menezes,37281,5,3.25,3.46,5,9.27,0.1,9.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,André Luís,92146,5,0,2.9,1,3.88,0,3.88,NA,NA,NA,NA,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Fred,38162,5,-0.1,1.24,5,6.2,-0.48,6.68,1,7,2,4,6,NA,2,8,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Mateus Vital,93108,5,4.3,3.32,5,6.31,0.93,5.38,NA,1,1,4,11,1,NA,6,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Sergio Díaz,94010,5,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
